{'Doc#': 252, 'Term': 'a.r.a', 'Freq': 1}
{'Doc#': 82, 'Term': 'due', 'Freq': 1}
{'Doc#': 927, 'Term': 'due', 'Freq': 1}
{'Doc#': 600, 'Term': 'due', 'Freq': 1}
{'Doc#': 397, 'Term': 'due', 'Freq': 1}
{'Doc#': 618, 'Term': 'due', 'Freq': 1}
{'Doc#': 210, 'Term': 'due', 'Freq': 1}
{'Doc#': 950, 'Term': 'due', 'Freq': 1}
{'Doc#': 767, 'Term': 'due', 'Freq': 1}
{'Doc#': 844, 'Term': 'due', 'Freq': 1}
{'Doc#': 506, 'Term': 'due', 'Freq': 1}
{'Doc#': 1330, 'Term': 'due', 'Freq': 1}
{'Doc#': 790, 'Term': 'due', 'Freq': 5}
{'Doc#': 202, 'Term': 'due', 'Freq': 1}
{'Doc#': 877, 'Term': 'due', 'Freq': 1}
{'Doc#': 972, 'Term': 'due', 'Freq': 1}
{'Doc#': 216, 'Term': 'due', 'Freq': 1}
{'Doc#': 569, 'Term': 'due', 'Freq': 1}
{'Doc#': 1343, 'Term': 'due', 'Freq': 1}
{'Doc#': 417, 'Term': 'due', 'Freq': 1}
{'Doc#': 59, 'Term': 'due', 'Freq': 1}
{'Doc#': 227, 'Term': 'due', 'Freq': 1}
{'Doc#': 89, 'Term': 'due', 'Freq': 1}
{'Doc#': 306, 'Term': 'due', 'Freq': 2}
{'Doc#': 869, 'Term': 'due', 'Freq': 1}
{'Doc#': 956, 'Term': 'due', 'Freq': 1}
{'Doc#': 576, 'Term': 'due', 'Freq': 2}
{'Doc#': 1242, 'Term': 'due', 'Freq': 1}
{'Doc#': 1114, 'Term': 'due', 'Freq': 1}
{'Doc#': 113, 'Term': 'due', 'Freq': 1}
{'Doc#': 542, 'Term': 'due', 'Freq': 1}
{'Doc#': 715, 'Term': 'due', 'Freq': 1}
{'Doc#': 1246, 'Term': 'due', 'Freq': 1}
{'Doc#': 300, 'Term': 'due', 'Freq': 1}
{'Doc#': 859, 'Term': 'due', 'Freq': 1}
{'Doc#': 616, 'Term': 'due', 'Freq': 1}
{'Doc#': 80, 'Term': 'due', 'Freq': 1}
{'Doc#': 545, 'Term': 'due', 'Freq': 1}
{'Doc#': 738, 'Term': 'due', 'Freq': 1}
{'Doc#': 496, 'Term': 'due', 'Freq': 1}
{'Doc#': 1263, 'Term': 'due', 'Freq': 1}
{'Doc#': 782, 'Term': 'due', 'Freq': 1}
{'Doc#': 792, 'Term': 'due', 'Freq': 1}
{'Doc#': 806, 'Term': 'due', 'Freq': 1}
{'Doc#': 51, 'Term': 'due', 'Freq': 1}
{'Doc#': 970, 'Term': 'due', 'Freq': 1}
{'Doc#': 225, 'Term': 'due', 'Freq': 1}
{'Doc#': 309, 'Term': 'due', 'Freq': 1}
{'Doc#': 592, 'Term': 'due', 'Freq': 1}
{'Doc#': 239, 'Term': 'due', 'Freq': 1}
{'Doc#': 794, 'Term': 'due', 'Freq': 1}
{'Doc#': 1017, 'Term': 'due', 'Freq': 1}
{'Doc#': 1050, 'Term': 'due', 'Freq': 1}
{'Doc#': 1239, 'Term': 'due', 'Freq': 1}
{'Doc#': 43, 'Term': 'due', 'Freq': 1}
{'Doc#': 566, 'Term': 'due', 'Freq': 1}
{'Doc#': 1274, 'Term': 'due', 'Freq': 1}
{'Doc#': 1172, 'Term': 'due', 'Freq': 1}
{'Doc#': 1168, 'Term': 'due', 'Freq': 1}
{'Doc#': 468, 'Term': 'due', 'Freq': 1}
{'Doc#': 1325, 'Term': 'due', 'Freq': 1}
{'Doc#': 589, 'Term': 'due', 'Freq': 1}
{'Doc#': 1342, 'Term': 'due', 'Freq': 1}
{'Doc#': 270, 'Term': 'due', 'Freq': 1}
{'Doc#': 1093, 'Term': 'due', 'Freq': 1}
{'Doc#': 42, 'Term': 'due', 'Freq': 1}
{'Doc#': 381, 'Term': 'due', 'Freq': 1}
{'Doc#': 888, 'Term': 'due', 'Freq': 1}
{'Doc#': 887, 'Term': 'due', 'Freq': 3}
{'Doc#': 660, 'Term': 'due', 'Freq': 2}
{'Doc#': 769, 'Term': 'due', 'Freq': 1}
{'Doc#': 963, 'Term': 'due', 'Freq': 1}
{'Doc#': 459, 'Term': 'due', 'Freq': 1}
{'Doc#': 811, 'Term': 'due', 'Freq': 4}
{'Doc#': 909, 'Term': 'due', 'Freq': 1}
{'Doc#': 1371, 'Term': 'due', 'Freq': 1}
{'Doc#': 1244, 'Term': 'due', 'Freq': 2}
{'Doc#': 1154, 'Term': 'due', 'Freq': 1}
{'Doc#': 1243, 'Term': 'due', 'Freq': 2}
{'Doc#': 1289, 'Term': 'due', 'Freq': 1}
{'Doc#': 85, 'Term': 'due', 'Freq': 1}
{'Doc#': 1331, 'Term': 'due', 'Freq': 1}
{'Doc#': 1300, 'Term': 'due', 'Freq': 1}
{'Doc#': 876, 'Term': 'due', 'Freq': 1}
{'Doc#': 658, 'Term': 'due', 'Freq': 1}
{'Doc#': 667, 'Term': 'due', 'Freq': 1}
{'Doc#': 588, 'Term': 'due', 'Freq': 1}
{'Doc#': 1048, 'Term': 'due', 'Freq': 1}
{'Doc#': 1128, 'Term': 'due', 'Freq': 1}
{'Doc#': 1228, 'Term': 'due', 'Freq': 1}
{'Doc#': 696, 'Term': 'due', 'Freq': 3}
{'Doc#': 441, 'Term': 'due', 'Freq': 1}
{'Doc#': 78, 'Term': 'due', 'Freq': 1}
{'Doc#': 1229, 'Term': 'due', 'Freq': 1}
{'Doc#': 452, 'Term': 'due', 'Freq': 1}
{'Doc#': 1354, 'Term': 'due', 'Freq': 1}
{'Doc#': 734, 'Term': 'due', 'Freq': 1}
{'Doc#': 966, 'Term': 'due', 'Freq': 1}
{'Doc#': 701, 'Term': 'due', 'Freq': 4}
{'Doc#': 290, 'Term': 'due', 'Freq': 1}
{'Doc#': 75, 'Term': 'due', 'Freq': 1}
{'Doc#': 129, 'Term': 'due', 'Freq': 1}
{'Doc#': 763, 'Term': 'due', 'Freq': 1}
{'Doc#': 629, 'Term': 'due', 'Freq': 1}
{'Doc#': 131, 'Term': 'due', 'Freq': 1}
{'Doc#': 162, 'Term': 'due', 'Freq': 1}
{'Doc#': 434, 'Term': 'due', 'Freq': 3}
{'Doc#': 344, 'Term': 'due', 'Freq': 1}
{'Doc#': 1351, 'Term': 'due', 'Freq': 1}
{'Doc#': 654, 'Term': 'due', 'Freq': 1}
{'Doc#': 1203, 'Term': 'due', 'Freq': 3}
{'Doc#': 140, 'Term': 'due', 'Freq': 1}
{'Doc#': 1012, 'Term': 'due', 'Freq': 1}
{'Doc#': 670, 'Term': 'due', 'Freq': 1}
{'Doc#': 57, 'Term': 'due', 'Freq': 1}
{'Doc#': 1, 'Term': 'due', 'Freq': 2}
{'Doc#': 1247, 'Term': 'due', 'Freq': 1}
{'Doc#': 197, 'Term': 'due', 'Freq': 1}
{'Doc#': 1075, 'Term': 'due', 'Freq': 1}
{'Doc#': 252, 'Term': 'due', 'Freq': 1}
{'Doc#': 151, 'Term': 'due', 'Freq': 1}
{'Doc#': 521, 'Term': 'due', 'Freq': 1}
{'Doc#': 617, 'Term': 'due', 'Freq': 1}
{'Doc#': 209, 'Term': 'due', 'Freq': 1}
{'Doc#': 122, 'Term': 'due', 'Freq': 1}
{'Doc#': 601, 'Term': 'due', 'Freq': 1}
{'Doc#': 520, 'Term': 'due', 'Freq': 1}
{'Doc#': 1212, 'Term': 'due', 'Freq': 1}
{'Doc#': 1146, 'Term': 'due', 'Freq': 1}
{'Doc#': 826, 'Term': 'due', 'Freq': 1}
{'Doc#': 528, 'Term': 'due', 'Freq': 1}
{'Doc#': 623, 'Term': 'dufour', 'Freq': 1}
{'Doc#': 1349, 'Term': 'duplic', 'Freq': 1}
{'Doc#': 195, 'Term': 'duplic', 'Freq': 1}
{'Doc#': 928, 'Term': 'duralumin', 'Freq': 1}
{'Doc#': 1143, 'Term': 'durat', 'Freq': 1}
{'Doc#': 1313, 'Term': 'durat', 'Freq': 4}
{'Doc#': 143, 'Term': 'durat', 'Freq': 1}
{'Doc#': 83, 'Term': 'durat', 'Freq': 1}
{'Doc#': 865, 'Term': 'durat', 'Freq': 1}
{'Doc#': 1354, 'Term': 'durat', 'Freq': 1}
{'Doc#': 6, 'Term': 'durat', 'Freq': 1}
{'Doc#': 786, 'Term': 'durat', 'Freq': 1}
{'Doc#': 1159, 'Term': 'durat', 'Freq': 1}
{'Doc#': 1205, 'Term': 'dust', 'Freq': 1}
{'Doc#': 743, 'Term': 'dvl', 'Freq': 1}
{'Doc#': 148, 'Term': 'dy', 'Freq': 1}
{'Doc#': 501, 'Term': 'dyke', 'Freq': 1}
{'Doc#': 273, 'Term': 'dyke', 'Freq': 1}
{'Doc#': 225, 'Term': 'dyke', 'Freq': 1}
{'Doc#': 1272, 'Term': 'dyke', 'Freq': 1}
{'Doc#': 1140, 'Term': 'dyke', 'Freq': 1}
{'Doc#': 1151, 'Term': 'dyke', 'Freq': 1}
{'Doc#': 593, 'Term': 'dyke', 'Freq': 1}
{'Doc#': 1179, 'Term': 'dyke', 'Freq': 2}
{'Doc#': 341, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1166, 'Term': 'dynam', 'Freq': 7}
{'Doc#': 1001, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 210, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 790, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 32, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 190, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 285, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 914, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 717, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1000, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 684, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 650, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 113, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 395, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 222, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 859, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 939, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 792, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 515, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 391, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 953, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 446, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 531, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1010, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 858, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1024, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 367, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1113, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1052, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 905, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1047, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 766, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 714, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 516, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 720, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1289, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1331, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1165, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 783, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 902, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 948, 'Term': 'dynam', 'Freq': 5}
{'Doc#': 860, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1144, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 27, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 824, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 759, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 1066, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 894, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 110, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 286, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1203, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1290, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 140, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 76, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 328, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1321, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 201, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 342, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1356, 'Term': 'dynam', 'Freq': 2}
{'Doc#': 949, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 1296, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 915, 'Term': 'dynam', 'Freq': 1}
{'Doc#': 905, 'Term': 'dynamic', 'Freq': 1}
{'Doc#': 425, 'Term': 'dynamic-analog', 'Freq': 1}
{'Doc#': 1165, 'Term': 'dynamic-pressur', 'Freq': 2}
{'Doc#': 1144, 'Term': 'dynamic-pressur', 'Freq': 1}
{'Doc#': 1244, 'Term': 'dynamically', 'Freq': 1}
{'Doc#': 1025, 'Term': 'e,a,b', 'Freq': 1}
{'Doc#': 136, 'Term': 'e-d', 'Freq': 1}
{'Doc#': 548, 'Term': 'e-versus-tim', 'Freq': 1}
{'Doc#': 707, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 921, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 99, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 213, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 21, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 869, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 1313, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 1190, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 206, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 428, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 1180, 'Term': 'e.g', 'Freq': 1}
{'Doc#': 622, 'Term': 'e.g.at', 'Freq': 1}
{'Doc#': 259, 'Term': 'e.v', 'Freq': 2}
{'Doc#': 684, 'Term': 'e/a', 'Freq': 1}
{'Doc#': 138, 'Term': 'earli', 'Freq': 1}
{'Doc#': 210, 'Term': 'earli', 'Freq': 1}
{'Doc#': 202, 'Term': 'earli', 'Freq': 1}
{'Doc#': 623, 'Term': 'earli', 'Freq': 1}
{'Doc#': 907, 'Term': 'earli', 'Freq': 1}
{'Doc#': 220, 'Term': 'earli', 'Freq': 1}
{'Doc#': 1313, 'Term': 'earli', 'Freq': 1}
{'Doc#': 262, 'Term': 'earli', 'Freq': 1}
{'Doc#': 622, 'Term': 'earli', 'Freq': 1}
{'Doc#': 1150, 'Term': 'earli', 'Freq': 1}
{'Doc#': 292, 'Term': 'earli', 'Freq': 1}
{'Doc#': 658, 'Term': 'earli', 'Freq': 1}
{'Doc#': 123, 'Term': 'earli', 'Freq': 1}
{'Doc#': 1160, 'Term': 'earli', 'Freq': 1}
{'Doc#': 587, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 9, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 210, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 190, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 1182, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 303, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 388, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 395, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 1329, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 199, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 919, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 562, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 742, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 380, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 1068, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 630, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 875, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 361, 'Term': 'earlier', 'Freq': 2}
{'Doc#': 797, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 1136, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 289, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 1296, 'Term': 'earlier', 'Freq': 1}
{'Doc#': 618, 'Term': 'earth', 'Freq': 1}
{'Doc#': 274, 'Term': 'earth', 'Freq': 1}
{'Doc#': 275, 'Term': 'earth', 'Freq': 1}
{'Doc#': 164, 'Term': 'earth', 'Freq': 1}
{'Doc#': 552, 'Term': 'earth', 'Freq': 1}
{'Doc#': 531, 'Term': 'earth', 'Freq': 1}
{'Doc#': 1291, 'Term': 'earth', 'Freq': 1}
{'Doc#': 1348, 'Term': 'earth', 'Freq': 1}
{'Doc#': 77, 'Term': 'earth', 'Freq': 1}
{'Doc#': 83, 'Term': 'earth', 'Freq': 4}
{'Doc#': 554, 'Term': 'earth', 'Freq': 1}
{'Doc#': 958, 'Term': 'earth', 'Freq': 1}
{'Doc#': 548, 'Term': 'earth', 'Freq': 1}
{'Doc#': 1345, 'Term': 'earth', 'Freq': 2}
{'Doc#': 1344, 'Term': 'earth', 'Freq': 1}
{'Doc#': 162, 'Term': 'earth', 'Freq': 2}
{'Doc#': 982, 'Term': 'earth', 'Freq': 2}
{'Doc#': 617, 'Term': 'earth', 'Freq': 1}
{'Doc#': 163, 'Term': 'earth', 'Freq': 3}
{'Doc#': 266, 'Term': 'eas', 'Freq': 1}
{'Doc#': 889, 'Term': 'eas', 'Freq': 1}
{'Doc#': 828, 'Term': 'easi', 'Freq': 1}
{'Doc#': 1387, 'Term': 'easi', 'Freq': 1}
{'Doc#': 1123, 'Term': 'easi', 'Freq': 1}
{'Doc#': 499, 'Term': 'easi', 'Freq': 1}
{'Doc#': 469, 'Term': 'easi', 'Freq': 1}
{'Doc#': 218, 'Term': 'easier', 'Freq': 1}
{'Doc#': 917, 'Term': 'easiest', 'Freq': 1}
{'Doc#': 935, 'Term': 'easili', 'Freq': 1}
{'Doc#': 190, 'Term': 'easili', 'Freq': 1}
{'Doc#': 843, 'Term': 'easili', 'Freq': 1}
{'Doc#': 1383, 'Term': 'easili', 'Freq': 1}
{'Doc#': 1077, 'Term': 'easili', 'Freq': 1}
{'Doc#': 143, 'Term': 'easili', 'Freq': 1}
{'Doc#': 777, 'Term': 'easili', 'Freq': 1}
{'Doc#': 314, 'Term': 'easili', 'Freq': 1}
{'Doc#': 1019, 'Term': 'easili', 'Freq': 1}
{'Doc#': 1204, 'Term': 'easili', 'Freq': 1}
{'Doc#': 889, 'Term': 'easili', 'Freq': 1}
{'Doc#': 847, 'Term': 'easili', 'Freq': 1}
{'Doc#': 1189, 'Term': 'easili', 'Freq': 1}
{'Doc#': 100, 'Term': 'easili', 'Freq': 1}
{'Doc#': 1147, 'Term': 'easili', 'Freq': 1}
{'Doc#': 1280, 'Term': 'easily', 'Freq': 1}
{'Doc#': 785, 'Term': 'eccentr', 'Freq': 1}
{'Doc#': 928, 'Term': 'eccentr', 'Freq': 3}
{'Doc#': 615, 'Term': 'eccentr', 'Freq': 3}
{'Doc#': 897, 'Term': 'eccentr', 'Freq': 1}
{'Doc#': 614, 'Term': 'eccentr', 'Freq': 3}
{'Doc#': 829, 'Term': 'eccentr', 'Freq': 1}
{'Doc#': 548, 'Term': 'eccentr', 'Freq': 3}
{'Doc#': 1012, 'Term': 'eccentr', 'Freq': 1}
{'Doc#': 613, 'Term': 'eccentr', 'Freq': 2}
{'Doc#': 614, 'Term': 'eccentricity', 'Freq': 1}
{'Doc#': 548, 'Term': 'eccentricity', 'Freq': 1}
{'Doc#': 296, 'Term': 'echo', 'Freq': 1}
{'Doc#': 547, 'Term': 'eckert', 'Freq': 1}
{'Doc#': 630, 'Term': 'eckert', 'Freq': 1}
{'Doc#': 538, 'Term': 'eckert', 'Freq': 2}
{'Doc#': 650, 'Term': 'econom', 'Freq': 1}
{'Doc#': 677, 'Term': 'econom', 'Freq': 1}
{'Doc#': 958, 'Term': 'econom', 'Freq': 1}
{'Doc#': 896, 'Term': 'economi', 'Freq': 1}
{'Doc#': 986, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 177, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 1374, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 988, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 1372, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 1244, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 129, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 255, 'Term': 'eddi', 'Freq': 4}
{'Doc#': 151, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 17, 'Term': 'eddi', 'Freq': 1}
{'Doc#': 1244, 'Term': 'eddies', 'Freq': 1}
{'Doc#': 1372, 'Term': 'eddy-viscos', 'Freq': 2}
{'Doc#': 1372, 'Term': 'eddyviscos', 'Freq': 1}
{'Doc#': 501, 'Term': 'edelfelt', 'Freq': 1}
{'Doc#': 315, 'Term': 'edg', 'Freq': 1}
{'Doc#': 852, 'Term': 'edg', 'Freq': 1}
{'Doc#': 707, 'Term': 'edg', 'Freq': 3}
{'Doc#': 464, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1363, 'Term': 'edg', 'Freq': 1}
{'Doc#': 647, 'Term': 'edg', 'Freq': 1}
{'Doc#': 733, 'Term': 'edg', 'Freq': 2}
{'Doc#': 825, 'Term': 'edg', 'Freq': 1}
{'Doc#': 830, 'Term': 'edg', 'Freq': 1}
{'Doc#': 334, 'Term': 'edg', 'Freq': 2}
{'Doc#': 105, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1392, 'Term': 'edg', 'Freq': 6}
{'Doc#': 600, 'Term': 'edg', 'Freq': 2}
{'Doc#': 9, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1370, 'Term': 'edg', 'Freq': 1}
{'Doc#': 133, 'Term': 'edg', 'Freq': 2}
{'Doc#': 1167, 'Term': 'edg', 'Freq': 1}
{'Doc#': 767, 'Term': 'edg', 'Freq': 1}
{'Doc#': 7, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1330, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1107, 'Term': 'edg', 'Freq': 2}
{'Doc#': 757, 'Term': 'edg', 'Freq': 2}
{'Doc#': 29, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1058, 'Term': 'edg', 'Freq': 2}
{'Doc#': 310, 'Term': 'edg', 'Freq': 2}
{'Doc#': 1104, 'Term': 'edg', 'Freq': 3}
{'Doc#': 1365, 'Term': 'edg', 'Freq': 1}
{'Doc#': 569, 'Term': 'edg', 'Freq': 4}
{'Doc#': 843, 'Term': 'edg', 'Freq': 3}
{'Doc#': 1343, 'Term': 'edg', 'Freq': 4}
{'Doc#': 571, 'Term': 'edg', 'Freq': 3}
{'Doc#': 1267, 'Term': 'edg', 'Freq': 1}
{'Doc#': 134, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1276, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1383, 'Term': 'edg', 'Freq': 1}
{'Doc#': 227, 'Term': 'edg', 'Freq': 2}
{'Doc#': 306, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1240, 'Term': 'edg', 'Freq': 1}
{'Doc#': 363, 'Term': 'edg', 'Freq': 1}
{'Doc#': 869, 'Term': 'edg', 'Freq': 2}
{'Doc#': 989, 'Term': 'edg', 'Freq': 1}
{'Doc#': 311, 'Term': 'edg', 'Freq': 3}
{'Doc#': 803, 'Term': 'edg', 'Freq': 1}
{'Doc#': 465, 'Term': 'edg', 'Freq': 1}
{'Doc#': 152, 'Term': 'edg', 'Freq': 1}
{'Doc#': 284, 'Term': 'edg', 'Freq': 1}
{'Doc#': 924, 'Term': 'edg', 'Freq': 2}
{'Doc#': 222, 'Term': 'edg', 'Freq': 2}
{'Doc#': 54, 'Term': 'edg', 'Freq': 1}
{'Doc#': 655, 'Term': 'edg', 'Freq': 1}
{'Doc#': 412, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1248, 'Term': 'edg', 'Freq': 1}
{'Doc#': 856, 'Term': 'edg', 'Freq': 2}
{'Doc#': 288, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1309, 'Term': 'edg', 'Freq': 1}
{'Doc#': 2, 'Term': 'edg', 'Freq': 1}
{'Doc#': 792, 'Term': 'edg', 'Freq': 5}
{'Doc#': 880, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1056, 'Term': 'edg', 'Freq': 1}
{'Doc#': 627, 'Term': 'edg', 'Freq': 1}
{'Doc#': 239, 'Term': 'edg', 'Freq': 1}
{'Doc#': 675, 'Term': 'edg', 'Freq': 3}
{'Doc#': 794, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1272, 'Term': 'edg', 'Freq': 2}
{'Doc#': 1169, 'Term': 'edg', 'Freq': 1}
{'Doc#': 511, 'Term': 'edg', 'Freq': 1}
{'Doc#': 514, 'Term': 'edg', 'Freq': 1}
{'Doc#': 304, 'Term': 'edg', 'Freq': 2}
{'Doc#': 526, 'Term': 'edg', 'Freq': 1}
{'Doc#': 727, 'Term': 'edg', 'Freq': 1}
{'Doc#': 529, 'Term': 'edg', 'Freq': 1}
{'Doc#': 901, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1320, 'Term': 'edg', 'Freq': 2}
{'Doc#': 1127, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1398, 'Term': 'edg', 'Freq': 3}
{'Doc#': 837, 'Term': 'edg', 'Freq': 2}
{'Doc#': 686, 'Term': 'edg', 'Freq': 2}
{'Doc#': 704, 'Term': 'edg', 'Freq': 1}
{'Doc#': 155, 'Term': 'edg', 'Freq': 4}
{'Doc#': 957, 'Term': 'edg', 'Freq': 1}
{'Doc#': 674, 'Term': 'edg', 'Freq': 1}
{'Doc#': 887, 'Term': 'edg', 'Freq': 1}
{'Doc#': 889, 'Term': 'edg', 'Freq': 4}
{'Doc#': 427, 'Term': 'edg', 'Freq': 1}
{'Doc#': 680, 'Term': 'edg', 'Freq': 1}
{'Doc#': 625, 'Term': 'edg', 'Freq': 2}
{'Doc#': 547, 'Term': 'edg', 'Freq': 1}
{'Doc#': 211, 'Term': 'edg', 'Freq': 6}
{'Doc#': 1244, 'Term': 'edg', 'Freq': 2}
{'Doc#': 1387, 'Term': 'edg', 'Freq': 5}
{'Doc#': 1198, 'Term': 'edg', 'Freq': 3}
{'Doc#': 205, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1396, 'Term': 'edg', 'Freq': 2}
{'Doc#': 1251, 'Term': 'edg', 'Freq': 6}
{'Doc#': 513, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1300, 'Term': 'edg', 'Freq': 6}
{'Doc#': 735, 'Term': 'edg', 'Freq': 2}
{'Doc#': 146, 'Term': 'edg', 'Freq': 2}
{'Doc#': 424, 'Term': 'edg', 'Freq': 2}
{'Doc#': 673, 'Term': 'edg', 'Freq': 2}
{'Doc#': 902, 'Term': 'edg', 'Freq': 4}
{'Doc#': 633, 'Term': 'edg', 'Freq': 1}
{'Doc#': 307, 'Term': 'edg', 'Freq': 1}
{'Doc#': 191, 'Term': 'edg', 'Freq': 2}
{'Doc#': 544, 'Term': 'edg', 'Freq': 1}
{'Doc#': 1229, 'Term': 'edg', 'Freq': 2}
{'Doc#': 452, 'Term': 'edg', 'Freq': 1}
